object1,object2,time
"[1.67520960e+09 4.39834362e+04 6.84919000e+06 6.08134278e+06
 2.48261335e+06 1.94043927e+06]","[1.67520960e+09 4.39286487e+04 6.85007300e+06 6.34718724e+06
 1.97387496e+06 1.65509518e+06]",1675219800
"[1.67520960e+09 4.39894535e+04 6.84885200e+06 5.84960517e+06
 2.11193955e+06 2.86855441e+06]","[1.67520960e+09 4.40156416e+04 6.85107000e+06 6.06564499e+06
 1.55310240e+06 2.78046339e+06]",1675219900
"[1.67520960e+09 4.39894535e+04 6.84885200e+06 6.14654481e+06
 2.10568732e+06 2.16629672e+06]","[1.67520960e+09 4.39286487e+04 6.85007300e+06 6.34718724e+06
 1.97387496e+06 1.65509518e+06]",1675220000
"[1.67520960e+09 4.39894535e+04 6.84885200e+06 6.36730214e+06
 2.07333650e+06 1.43718924e+06]","[ 1.67520960e+09  4.39756819e+04 -6.85017200e+06  6.54582673e+06
  1.86562138e+06  7.72132432e+05]",1675220100
"[1.67520960e+09 4.39894535e+04 6.84885200e+06 6.50914102e+06
 2.01528807e+06 6.90268757e+05]","[ 1.67520960e+09  4.39756819e+04 -6.85017200e+06  6.54582673e+06
  1.86562138e+06  7.72132432e+05]",1675220200
"[ 1.67520960e+09  4.39894535e+04  6.84885200e+06  6.57030344e+06
  1.93226149e+06 -6.52071461e+04]","[ 1.67520960e+09  4.39831950e+04 -6.84962200e+06  6.69360239e+06
  1.45342877e+06  2.33455980e+04]",1675220300
"[ 1.67520960e+09  4.39894535e+04  6.84885200e+06  6.55003135e+06
  1.82528582e+06 -8.19874850e+05]","[ 1.67520960e+09  4.39697629e+04 -6.85047000e+06  6.73275586e+06
  1.15222963e+06 -5.20686921e+05]",1675220400
"[1.67520960e+09 4.40116522e+04 6.84822300e+06 5.60795917e+06
 3.52207289e+06 1.74469332e+06]","[ 1.67520960e+09  4.40186599e+04 -6.84940800e+06  5.78908791e+06
  3.09364610e+06  1.95691153e+06]",1675220500
"[1.67520960e+09 4.40116522e+04 6.84822300e+06 5.46418804e+06
 3.31234862e+06 2.46356530e+06]","[ 1.67520960e+09  4.40186599e+04 -6.84940800e+06  5.78908791e+06
  3.09364610e+06  1.95691153e+06]",1675220600
"[ 1.67520960e+09  4.39734395e+04  6.85016300e+06 -6.64668901e+06
 -1.27056764e+06  1.06391552e+06]","[ 1.67520960e+09  4.39443610e+04 -6.85031700e+06 -6.67420815e+06
 -8.40910486e+05  1.29390852e+06]",1675220700
"[ 1.67520960e+09  4.39734395e+04  6.85016300e+06 -6.50877594e+06
 -1.14436762e+06  1.80305064e+06]","[ 1.67520960e+09  4.39443610e+04 -6.85031700e+06 -6.67420815e+06
 -8.40910486e+05  1.29390852e+06]",1675220800
"[ 1.67520960e+09  4.39734395e+04  6.85016300e+06 -6.29023721e+06
 -1.00399206e+06  2.51985096e+06]","[ 1.67520960e+09  4.40156416e+04 -6.85107000e+06 -6.06564499e+06
 -1.55310240e+06  2.78064495e+06]",1675220900
"[1.67520960e+09 4.39671255e+04 6.84892700e+06 5.46911111e+06
 3.71919315e+06 1.77882744e+06]","[ 1.67520960e+09  4.40186599e+04 -6.84940800e+06  5.78908791e+06
  3.09364610e+06  1.95691153e+06]",1675221000
"[ 1.67520960e+09  4.40070704e+04  6.84781700e+06 -6.62843884e+06
  9.26417918e+05  1.44849784e+06]","[ 1.67520960e+09  4.39964505e+04 -6.85052500e+06 -6.77576075e+06
  6.80760451e+05  7.45017898e+05]",1675221100
"[ 1.67520960e+09  4.40070704e+04  6.84781700e+06 -6.73186111e+06
  1.04035424e+06  7.01645751e+05]","[ 1.67520960e+09  4.39735233e+04 -6.85114100e+06 -6.81996281e+06
  3.64525850e+05  5.41445779e+05]",1675221200
"[ 1.67520960e+09  4.40070704e+04  6.84781700e+06 -6.75180865e+06
  1.14139022e+06 -5.39067088e+04]","[ 1.67520960e+09  4.39964505e+04 -6.85052500e+06 -6.81551239e+06
  5.32379709e+05 -4.41469696e+05]",1675221300
"[ 1.67520960e+09  4.40070704e+04  6.84781700e+06 -6.68803414e+06
  1.22827303e+06 -8.08790728e+05]","[ 1.67520960e+09  4.39964505e+04 -6.85052500e+06 -6.81551239e+06
  5.32379709e+05 -4.41469696e+05]",1675221400
